WKT,GM_LAYER,LAYER,MAP_NAME,Province,Capital,Perimeter,Area,centerkey,province,Population,id_1
"MULTIPOLYGON (((50.6015461860001 36.9631823030002,50.5973984340001 36.9588984920002,50.5567572390002 36.9206843480001,50.5421949380001 36.9068834740001,50.5250152300001 36.8822322580002,50.4925117920002 36.8784251200001,50.4357860370002 36.8538670420002,50.4293392840002 36.7990918500001,50.4330988330001 36.7814838390001,50.4331464220002 36.7250906130002,50.4250086650002 36.7096241160001,50.4235025530002 36.7069651780002,50.4155860000001 36.6950142260003,50.4080669030002 36.6877806640002,50.3918389780001 36.6685546190002,50.3624448670002 36.6360385520003,50.3172922150002 36.6408355450002,50.2664288570002 36.6681707930001,50.2248549130002 36.6797444910001,50.1836616840003 36.6719017880002,50.1117829260003 36.6326121280003,50.0314523220002 36.6061905930002,49.9352078840002 36.6221044280002,49.8791668180002 36.5965204630002,49.7818563810002 36.5686522160001,49.7269574570002 36.5718502120002,49.6236168780002 36.6025859200001,49.5034133600001 36.6006876810002,49.4707481200002 36.6192474770002,49.4536731080001 36.6504850410002,49.3918737460002 36.6930488400002,49.3385357480002 36.7457776960003,49.2833213660002 36.8153294100001,49.2390953210001 36.8519209660001,49.2119123580003 36.9061155700002,49.1693104890001 36.9202781220003,49.1211388190002 36.9768686030002,49.0728252050002 37.0556635290001,48.9341026280002 37.1591700830002,48.9343351180001 37.1762925300001,48.9069237270002 37.2167243310001,48.9028120180003 37.2548718500001,48.9127486470003 37.3136921260001,48.8194357040002 37.3817637470002,48.7554757930001 37.4347591020002,48.6957418040002 37.5112825680001,48.6797518260002 37.5618794270003,48.6820361080002 37.5906613870001,48.6393200240001 37.6180727780002,48.5988882230002 37.6863728270002,48.6432033050002 37.7240634890001,48.6563379290001 37.7744319200002,48.5924922320002 37.8020717390002,48.5727331880002 37.8889886900002,48.5984976840002 37.9731535800002,48.6218135310001 38.0168992640002,48.6167421820002 38.0334904890001,48.6374322170001 38.1201482970001,48.6821280130002 38.1478261880002,48.6711175170001 38.2011121570001,48.6648849600002 38.2944169070001,48.6309935170001 38.2983970410002,48.5716533380002 38.3671448090001,48.5669495440002 38.4144239760002,48.5823199480003 38.4555062580001,48.6008987790001 38.4189577370003,48.6642495490001 38.3967240530002,48.7419912990002 38.4173206680002,48.7709255450002 38.4416863480002,48.8320301040002 38.4494909800001,48.8763832570002 38.4390213520002,48.8638197030002 38.3637034800002,48.8735820410002 38.2262650500002,48.9019330710001 38.1558483470002,48.8996725830002 38.0964807950002,48.9128785920001 38.0105822530002,48.9524616940001 37.9672084380002,48.9464654520002 37.9067701280001,48.9857741490001 37.8275816660001,48.9872970030002 37.7899861820002,49.0206451220001 37.7322503640001,49.0906012760001 37.6570593970002,49.1668630010003 37.5999523320002,49.2677521480002 37.5420124570001,49.3241453740002 37.5179799010001,49.4015968290001 37.4945422100002,49.5853638960002 37.4647944380002,49.8451580930003 37.4441701070002,49.9435759510002 37.4688951820002,49.9460803300003 37.4353779950001,49.9838852050001 37.4198448740002,50.0872489910003 37.4004284720002,50.1735948720003 37.3934614100002,50.2188236670002 37.3590829580002,50.2244915430002 37.3003531010002,50.2921872090001 37.1624633360002,50.3249047980001 37.1283180700001,50.4677914320002 37.0383744440002,50.4844476580001 37.0200525940002,50.6015461860001 36.9631823030002)))",Unknown Area Type,Unknown Area Type,Iran_tehran2PartName.shp,گیلان,رشت,690.5866698,13988.14159,13,25,2563,1
"MULTIPOLYGON (((51.3938367100002 35.1283865000001,51.2645920030002 35.1644324790002,51.1396874320001 35.1811991130002,51.0895245860001 35.1729300100001,51.0104884100001 35.1378891160002,50.9405532420001 35.1402027790002,50.8687643230002 35.1704499490002,50.9112404340002 35.2271488550001,50.9838806180002 35.4222265860001,50.9646926460001 35.4551202550001,50.8932677870002 35.4852199170001,50.8063918640002 35.4825316460002,50.7509980120003 35.4980647680002,50.6695289100002 35.5354313630001,50.6044268580002 35.5489847730001,50.5007965720001 35.5524111970001,50.3665539130001 35.5687277880002,50.3834329990001 35.5910809470003,50.3777698800001 35.6285336630003,50.4047529690002 35.6416682880002,50.5490199290002 35.6651279550001,50.7178740960001 35.6804454400001,50.7520067600002 35.6919034020002,50.9518054740001 35.7225617150001,51.0119062960002 35.7013400430001,51.0451711610002 35.7400776690002,51.0913327050002 35.7183769840001,51.1154113320002 35.7329201500002,51.0924301550001 35.7926045880002,51.1041256820001 35.8190565800002,51.1555220400002 35.8463309140002,51.1774968380002 35.8772144140002,51.2463908000001 35.9389357290001,51.3457114060002 35.9159558460001,51.4149708540002 35.8902805100002,51.3938367100002 35.1283865000001)))",Unknown Area Type,Unknown Area Type,Iran_tehran2PartName.shp,تهران,تهران غرب,785.8536611,13538.43046,1,1,14033.4,2
"MULTIPOLYGON (((53.7912275870002 36.9004776720001,53.8083519790002 36.8766998660001,53.6604784720002 36.8588306240002,53.6036688400002 36.8689433330002,53.5860465520001 36.8282189770002,53.4857522700002 36.8305261020002,53.5240176210002 36.8065743040002,53.5865788370002 36.8029911360001,53.6519120560002 36.7763294560002,53.6643265480003 36.7991616030003,53.7132482670002 36.7898341160002,53.7972072930002 36.7938093340002,53.8490696440001 36.7852460150002,53.8538458820002 36.7166400630002,53.8649817600002 36.6704785190001,53.9450268280002 36.6790445790001,53.9824890620003 36.6536890430002,54.0801003040001 36.6285915860003,54.1247808710001 36.5933679490001,54.1331870310002 36.5580072550002,54.1282760920002 36.4956913760001,54.0847744500001 36.4829266600001,54.0221946260002 36.4520412560001,53.9385463310002 36.4420812620001,53.9049673760002 36.4113195900002,53.8790788410001 36.3779690650001,53.8792416490001 36.3601705520001,53.9462853430002 36.3168453260002,53.9497117670002 36.3078604810001,53.9411837780002 36.2817054460002,53.9352827150001 36.2731393860001,53.9264882270001 36.2625555440002,53.9221100190002 36.2562737670001,53.8904727050002 36.2265780930001,53.8083527470001 36.1898392150002,53.7995963310002 36.1873265040002,53.7167449880002 36.1232531890003,53.7029631500002 36.1147252010002,53.6520997900002 36.0931006590001,53.5549416400001 36.0878468090001,53.4840527370002 36.0769583950001,53.4524534950003 36.0753593980001,53.4411082250002 36.0769583950001,53.4109556950002 36.0717045460002,53.3619197630002 36.0546485690002,53.3275793800002 36.0358413090001,53.2833404420002 36.0026430690001,53.2682641770003 35.9929729400002,53.2257798490002 35.9620295030002,53.2346314440002 35.9381587500002,53.2310908060002 35.9283934420001,53.1444974610003 35.9186852420002,53.0909119990002 35.9158774780001,53.0795857650001 35.9146877470002,53.0571236530002 35.9095957010002,53.0475106300001 35.9010772300002,53.0413240320002 35.8936533120002,53.0215269160002 35.8854679660002,53.0225262900001 35.8792337780001,53.0197185260001 35.8584848780002,53.0208791040002 35.8513461480002,52.9974906140002 35.8359570260002,52.9766465360002 35.8303034270002,52.8923565090003 35.8480066170002,52.8615758020002 35.8618265260001,52.8437012910001 35.8694217660002,52.8168369730003 35.8793968050002,52.7102371200002 35.9243210280001,52.6826734430002 35.9331535880002,52.6629213020002 35.9364353090002,52.6280790900002 35.9400064350002,52.5202534130001 35.9384215970002,52.5066904850001 35.9372794550002,52.4632543440002 35.9251608380002,52.4305891030003 35.9022723270002,52.4211683870003 35.8909678860002,52.3807917430001 35.8490485430003,52.3076033300001 35.8246980910002,52.2868620440001 35.8161091890001,52.2717857790001 35.8024948640002,52.2527348630002 35.7779159840002,52.2155909670002 35.7666509970001,52.1983160810001 35.7653184990002,52.1400192860002 35.7637480550003,52.1022334460002 35.7630818060001,52.0059713230002 35.7880662960002,51.9768943100001 35.8106711760002,51.9196920670002 35.8325622170002,51.8795905530002 35.8657655340003,51.8679625850002 35.8810556330001,51.8327941510003 35.9325471690001,51.8192312240002 35.9450631340002,51.7579161680001 36.0062808650002,51.7318119210002 36.0221161050002,51.7153161010001 36.0321542980002,51.6299963460002 36.0661290680002,51.5676354310002 36.0984897380002,51.5204269240002 36.1072461540002,51.4835738320001 36.1233122750002,51.4598172930001 36.1372463980001,51.4387257510003 36.1504952370002,51.4071265090002 36.1523226630002,51.3859588240002 36.1528556630001,51.3445371670001 36.1536932330001,51.3148742520001 36.1547312380001,51.2564727610002 36.1832086270001,51.2032489780001 36.1638683680001,51.1312179340002 36.1956198960002,50.9645498290002 36.2580871190002,50.8689526040002 36.2905239320002,50.8548346640002 36.2977934110002,50.8586893910002 36.3741741090002,50.8493143150002 36.3952561340002,50.8066267840001 36.4345648290002,50.7308996440001 36.4673062130001,50.6600107420001 36.5116212950002,50.5753400020002 36.5348448340001,50.5652891580001 36.5441342500001,50.5548576020001 36.5520530960002,50.5429793320002 36.5611902260002,50.5397813360001 36.5640836510003,50.5240959290002 36.5745913510001,50.4616588730001 36.6051245940002,50.4470394640003 36.6106068720001,50.4200087870001 36.6204292880001,50.4058462350001 36.6240079970002,50.3624448670002 36.6360385520003,50.3918389780001 36.6685546190002,50.4080669030002 36.6877806640002,50.4155860000001 36.6950142260003,50.4235025530002 36.7069651780002,50.4250086650002 36.7096241160001,50.4331464220002 36.7250906130002,50.4330988330001 36.7814838390001,50.4293392840002 36.7990918500001,50.4357860370002 36.8538670420002,50.4925117920002 36.8784251200001,50.5250152300001 36.8822322580002,50.5421949380001 36.9068834740001,50.5567572390002 36.9206843480001,50.5973984340001 36.9588984920002,50.6015461860001 36.9631823030002,50.6513668480003 36.9446236810002,50.6934833070002 36.9060764120001,50.8324438300003 36.8436155610001,50.8643286080002 36.8331459320001,50.9435646590002 36.7876982270002,51.0110878420002 36.7593578010002,51.1345533140002 36.7237563050001,51.2815088250002 36.6974870550004,51.4302727270002 36.6841620740001,51.4636803600002 36.6644601370002,51.5795125220003 36.6288634000002,51.5908387560002 36.6177275230002,51.6908712970001 36.5926004140001,51.8140321980001 36.5833681060003,51.9069263570002 36.5705190160002,52.0027710450003 36.5776573990003,52.0994723410003 36.5958364810002,52.3026783100001 36.6502785490001,52.4358329470002 36.6819729700002,52.5674647310002 36.6962497360002,52.6648322760004 36.7146191750003,52.8115022520002 36.7354632530003,52.9082035470001 36.7574494730001,53.1125516580002 36.8141758230002,53.3057103820001 36.8478810480001,53.4963313820001 36.8711545560002,53.7912275870002 36.9004776720001)))",Unknown Area Type,Unknown Area Type,Iran_tehran2PartName.shp,مازندران,ساری,942.0428065,23719.23019,11,27,3375.9,3
"MULTIPOLYGON (((47.1776754540001 36.7920405040002,47.1403845410003 36.8363555860001,47.0998385250001 36.8330433760001,47.0240003440001 36.7903843990002,47.0227439880001 36.7706824620001,46.9554147600001 36.7498954910002,46.8746653710002 36.7887854010001,46.8982806970001 36.8948615200001,46.8496921040002 36.9239861230002,46.8346539100001 36.9816166690001,46.8606180080002 37.0066103480002,46.7995848340002 37.0515821610001,46.7074996920002 37.0712127140002,46.6503926280002 37.0406366400002,46.5383438090001 37.0217496690002,46.4776199640002 37.0242243080002,46.4783813920001 37.0461153490002,46.5142974600001 37.0696737960002,46.5038480090002 37.1033761010001,46.4568850920002 37.1024108000001,46.4330143390001 37.0603228940003,46.3193365520001 36.9950024650001,46.2900520490002 36.9672712750001,46.2477014500002 36.9682306740002,46.1981782040001 36.9389004860003,46.1776836210002 36.9520807960001,46.1799679030002 36.9878298180002,46.1501547870002 37.0422340200002,46.0993238470002 37.0793618020001,46.0663921070002 37.0926867840002,46.0427878530002 37.1354219040001,45.9876795370001 37.1664500750001,45.9332374690002 37.1726366740002,45.8426275940001 37.1677825730002,45.7618210980002 37.1829159450002,45.7920878420002 37.2300292730002,45.7626945570001 37.2659275040001,45.8060646850001 37.2800904880003,45.8542487700001 37.3426703130002,45.8895837660003 37.3408857170001,45.9537102410002 37.3684874650002,45.8957703650001 37.3918061820002,45.8270039420001 37.4572413600002,45.8222450200001 37.4794893210002,45.7856013200001 37.5194642650002,45.7619256830002 37.5279113520002,45.7051755380001 37.6035782120001,45.7275424720002 37.6220190350001,45.7980934910001 37.6204723850003,45.8192706940003 37.6680616050002,45.7816349570002 37.6770148270002,45.7630609980001 37.7041521040001,45.7033589890002 37.7283947380001,45.6593362960002 37.7567381160001,45.5866083940003 37.7708495000001,45.5107446290001 37.7529992020002,45.4994072770002 37.7287565680002,45.4494746880002 37.7601151990002,45.4205952650002 37.8012286310002,45.4085647090003 37.8884882250001,45.4262298280002 37.9145290460001,45.4674992000002 37.9317373080002,45.5098345700002 37.9340215910001,45.5278042600002 37.9556461320001,45.5181948820002 38.0354976100002,45.5208073310001 38.1101184990002,45.4477578780001 38.1944703920001,45.3548399250002 38.2539569170002,45.2359858480002 38.2613332460003,45.1051906980002 38.2637617010002,45.0858305290002 38.3381283090002,45.1304562740002 38.3753968360001,45.1765293400002 38.3890257790002,45.2257382680002 38.4352194550002,45.2593884910002 38.4353400650002,45.3382675090002 38.4868405860001,45.2895410210002 38.5394265980001,45.2602327630001 38.5937011520002,45.2444328370002 38.6735450510001,45.2695480660001 38.7360046460002,45.2621546050001 38.7772435610002,45.2632101680002 38.8575234950003,45.3285808520001 38.8900882280002,45.3592158230003 38.9453276620002,45.3881591080001 38.9716321060002,45.4555923310003 38.9913466010001,45.5510753430002 38.9640874960002,45.5687404610002 38.9758134800002,45.6063549810001 38.9538843670002,45.6971171410001 38.9448995220001,45.7307722380002 38.9231226950001,45.7836153080002 38.9202292700001,45.8125495540002 38.8999752980002,45.9086417070001 38.8731730500002,45.9489973650002 38.8893153130001,45.9855458880002 38.8714979090001,46.0546835060001 38.8818533230002,46.1302171160002 38.8375382420002,46.1685930630001 38.8372336710001,46.2677309260002 38.8976910160003,46.3393051130002 38.9139855650001,46.4061584490001 38.8836807490002,46.4417932580002 38.8958635900003,46.4864129100001 38.8852036040002,46.5207691550002 38.8899498360001,46.5354266360003 38.8703430770001,46.5902494160002 38.8992773230001,46.6603007480002 38.9657118740001,46.6985624810001 39.0153950200001,46.7615706070002 39.0311946410002,46.7708980960002 39.0726924410002,46.8394265730002 39.1360812820003,46.8925361420001 39.1579723240002,46.9319400170002 39.1589241080002,46.9465974970002 39.1389366360001,47.0124609770003 39.1636830300002,47.0552912750002 39.1983279820003,47.0558166610002 39.2326683640001,47.1165024340002 39.2903845700002,47.2214271460001 39.3234305240002,47.3028237480002 39.3685831760002,47.3542201060001 39.4220353880002,47.4331538480002 39.3379384120002,47.4249685020002 39.3206159360001,47.4919741240001 39.2945370430001,47.4773834210002 39.2729785860002,47.5159877970001 39.2201355160001,47.4990841060001 39.1349317760002,47.5285513510001 39.0749312880001,47.5153188620002 38.9583291670001,47.5007250390001 38.9097232890003,47.5347370920002 38.8888577380002,47.5393202770001 38.8548456850002,47.5851521220002 38.8220397320002,47.5212287590001 38.8113054320002,47.4423497410002 38.7774139880002,47.4143681930001 38.7272401780002,47.4270322560001 38.6966052080002,47.4720198300002 38.6871976190002,47.5565675240001 38.6412451630002,47.5613919290002 38.6129017850002,47.5205050980002 38.5973430800001,47.4874579260002 38.5677936000001,47.4620714880001 38.4865501500001,47.4146717120001 38.4174405520002,47.3778856250001 38.3974192720001,47.3493010270002 38.3566530510003,47.2900814580001 38.3297569950001,47.2873074250002 38.3014136170002,47.3225779900002 38.2900117840003,47.3826593790002 38.2426605100002,47.4554708860002 38.2474194320003,47.4766480890001 38.2373067230001,47.4692103220002 38.1920061840001,47.5365291240002 38.1919678480002,47.6147658020003 38.2175708480001,47.7208147250003 38.2098577820001,47.7844734790001 38.2456099540001,47.8013676520002 38.2088472810001,47.8468153580002 38.1481710260002,47.8409856770002 38.1005818060001,47.8616869890001 38.0004064970001,47.9058846920001 37.9905803700002,47.9367986490001 37.9487018570002,47.8875966950002 37.8909080580002,47.9090118440002 37.8608316700002,47.9821088870001 37.8760602210002,47.9996217200003 37.8941441250002,48.0969892640002 37.8554064990001,48.1108853170002 37.8305649260002,48.1448640190002 37.8182869080002,48.1494325840002 37.7852599890002,48.1182140560002 37.7388129100002,48.0783342900001 37.7347202370001,48.0624394900002 37.6982668950002,48.0313384650002 37.6645306660003,48.0213224040002 37.6143195100001,48.0697682300001 37.5921429340003,48.0822366060003 37.5685386810002,48.0514939690003 37.5266601670002,48.1544770420002 37.4791661250001,48.1557143620003 37.4099713990001,48.2324281840001 37.3624773570001,48.2486085190001 37.3230734830001,48.2755440180002 37.3120327840001,48.3365533980001 37.2426477010003,48.2433737050002 37.2386502070001,48.1562854320002 37.2250396900002,48.1343943910002 37.2078123920002,48.1054601450002 37.1550835360001,47.9981940430002 37.1488969380002,47.9626924850002 37.1664097710002,47.9048239930003 37.1758324360002,47.8549504900002 37.1692651240003,47.7935603960001 37.1305274990001,47.7892773670002 37.0873164870002,47.7530143810002 37.0794166760002,47.6783944840002 37.0982620070003,47.6430832820002 37.0598099170002,47.6024976940002 37.0489625740002,47.5428029950002 37.0653628090003,47.5089956130001 37.0002607560003,47.4661914210002 36.9890105560002,47.4226758380001 36.9539468180002,47.3846996410002 36.9435533330002,47.2646942510003 36.8682575390003,47.2443641360002 36.8382192230002,47.1776754540001 36.7920405040002)))",Unknown Area Type,Unknown Area Type,Iran_tehran2PartName.shp,آذربایجان شرقی,تبریز,1351.025345,45468.85968,14,6,4040.4,4
"MULTIPOLYGON (((45.4555923310003 38.9913466010001,45.3881591080001 38.9716321060002,45.3592158230003 38.9453276620002,45.3285808520001 38.8900882280002,45.2632101680002 38.8575234950003,45.2621546050001 38.7772435610002,45.2695480660001 38.7360046460002,45.2444328370002 38.6735450510001,45.2602327630001 38.5937011520002,45.2895410210002 38.5394265980001,45.3382675090002 38.4868405860001,45.2593884910002 38.4353400650002,45.2257382680002 38.4352194550002,45.1765293400002 38.3890257790002,45.1304562740002 38.3753968360001,45.0858305290002 38.3381283090002,45.1051906980002 38.2637617010002,45.0658248950002 38.2515788600002,45.0437434970001 38.2278223220002,45.0323220840002 38.1847255240001,45.0036391100002 38.1631771250002,45.0203479030002 38.1294533110002,45.0735401640002 38.1211037460002,45.1133437870002 38.1509136340002,45.1283058380002 38.1160783250002,45.1614279350003 38.1346952280002,45.2071135870002 38.1201329260002,45.1903812170001 38.0347578650002,45.1606284360003 38.0174544250003,45.0986101650001 38.0066611900001,45.0595822450002 37.9859920020002,45.0454244520002 37.9276952070001,45.0962259460001 37.8402500150002,45.1538089010001 37.8254973570002,45.2272152730002 37.7850465200002,45.2595759430003 37.7522099580001,45.2630261610001 37.6902249990002,45.2385177130001 37.6671442270003,45.2430386890001 37.6324040960002,45.2662289160002 37.6155908250001,45.2618126360002 37.5852098670003,45.2839701770002 37.5623670410001,45.2632593480001 37.5024426950001,45.2998840120002 37.4540159050002,45.3204425550002 37.4012489770002,45.3196735330002 37.3702683950001,45.2991149900001 37.3487580680002,45.3120592580002 37.2766128100003,45.3548895550002 37.2297850170002,45.3569834810001 37.1979954180001,45.4003848500002 37.1839090090002,45.4458801450001 37.1412690680002,45.4723397510002 37.1045301900001,45.5333784540001 37.1073416190001,45.5984567120002 37.0772414380002,45.6240359180001 37.0899715540001,45.6387885760003 37.1408920190002,45.6446182560001 37.2321443490002,45.6547309650001 37.2678362640001,45.6814999010002 37.2937723890001,45.7284942560002 37.2654568030001,45.7626945570001 37.2659275040001,45.7920878420002 37.2300292730002,45.7618210980002 37.1829159450002,45.8426275940001 37.1677825730002,45.9332374690002 37.1726366740002,45.9876795370001 37.1664500750001,46.0427878530002 37.1354219040001,46.0663921070002 37.0926867840002,46.0993238470002 37.0793618020001,46.1501547870002 37.0422340200002,46.1799679030002 36.9878298180002,46.1776836210002 36.9520807960001,46.1981782040001 36.9389004860003,46.2477014500002 36.9682306740002,46.2900520490002 36.9672712750001,46.3193365520001 36.9950024650001,46.4330143390001 37.0603228940003,46.4568850920002 37.1024108000001,46.5038480090002 37.1033761010001,46.5142974600001 37.0696737960002,46.4783813920001 37.0461153490002,46.4776199640002 37.0242243080002,46.5383438090001 37.0217496690002,46.6503926280002 37.0406366400002,46.7074996920002 37.0712127140002,46.7995848340002 37.0515821610001,46.8606180080002 37.0066103480002,46.8346539100001 36.9816166690001,46.8496921040002 36.9239861230002,46.8982806970001 36.8948615200001,46.8746653710002 36.7887854010001,46.9554147600001 36.7498954910002,47.0227439880001 36.7706824620001,47.0240003440001 36.7903843990002,47.0998385250001 36.8330433760001,47.1403845410003 36.8363555860001,47.1776754540001 36.7920405040002,47.2266162080001 36.7237023840002,47.2839136290001 36.6965765280002,47.3380701610001 36.6060237600002,47.3402783010002 36.5539421180002,47.3646439820002 36.4999569070002,47.3783496770003 36.4378244210002,47.3749232530003 36.3833062100002,47.3957863670003 36.3236102930002,47.3337300240001 36.2589650960001,47.2859314110003 36.2480576470001,47.1943316810002 36.2436604030003,47.1272879870002 36.2589079890002,47.0878841130001 36.2521122480001,47.0735502400001 36.2763256430002,47.0190129940001 36.3215544380001,46.9501989820002 36.3195556910002,46.9133649250001 36.3327474230002,46.9091390020001 36.3704951920001,46.8581995010002 36.4138394540002,46.7766506140003 36.4265743290002,46.6713642230002 36.3963361390001,46.5592440200002 36.4019516670002,46.4983541430002 36.4178891310002,46.4556380590003 36.4114360330002,46.4230299250002 36.3825398580002,46.3192949430002 36.3768196340001,46.2775591960003 36.3924288980002,46.2299223890002 36.4419692770002,46.1848078070001 36.4604814830001,46.1094264830002 36.4545804200001,46.0490605090002 36.4313968550001,45.9913595300002 36.4201581850001,45.9585572330001 36.3834726070002,45.9872935080002 36.3234416610002,45.9931869570001 36.2729133310002,45.9699786460002 36.2482430790002,45.8452568180001 36.2179078070002,45.7162405390002 36.2375526370002,45.6810360300001 36.2029684100002,45.6911725340002 36.1719878270002,45.6540053530001 36.1454330420001,45.6674255120002 36.0984624820001,45.5681068110002 36.0772376900002,45.5658453710001 36.0000822390002,45.4470725330002 35.9967656910002,45.4120468680002 35.9663085900002,45.3726416350002 35.9729321350001,45.3485967740002 36.0122403330002,45.3855141650002 36.0811005500001,45.3277979590002 36.1478016010001,45.3333563800002 36.1967613910003,45.3147014050002 36.2374216210002,45.2779244560001 36.2483861770001,45.3043459910002 36.2734371420001,45.2606400510002 36.3102902340002,45.2837113050003 36.3409757630003,45.2709193230002 36.3950371180002,45.2392491760002 36.4326610180001,45.1186590540001 36.4066223000003,45.0843948150003 36.4262290590001,45.0595532420002 36.4676316810002,45.0492739710001 36.5063693060002,45.0163422300002 36.5199798230003,45.0022558210002 36.5523404920002,45.0381380920002 36.5630004780002,45.0268118590002 36.5927913290002,45.0627893100001 36.6173473670001,45.0657398410002 36.6844481670001,45.0306189960002 36.7425070160002,44.9773116350001 36.7500079890001,44.9461692480002 36.7828255150002,44.8503816670002 36.7757442400001,44.8405592520001 36.8199831790002,44.9029963080002 36.8612525500002,44.9132755800002 36.9185119000002,44.8836671540001 36.9603745510001,44.9016751810002 37.0215130590001,44.8432594140002 37.0481630220001,44.8054259850003 37.0441179380003,44.7786570470001 37.0945625110003,44.7481999460002 37.1158586870002,44.7822262390002 37.1454829770001,44.7574988430001 37.2303203910001,44.8138064080002 37.2806888210001,44.8004433550001 37.3070722850001,44.7190086800002 37.3461335170002,44.7209503220002 37.3749154770002,44.6613305470001 37.3846236780001,44.6181576060001 37.4375048190001,44.5859492220003 37.4404743870001,44.5851497230001 37.4700558460002,44.6076499060002 37.4894722480001,44.6027387000001 37.5520615900002,44.6134177200002 37.6018351550002,44.5692787170002 37.6471638880003,44.5774878590001 37.6686980100001,44.6192473990002 37.7068883590001,44.5879574870001 37.7639954230001,44.5246638240001 37.7807706230002,44.4718397900002 37.7661369380001,44.4437621500001 37.7732753210001,44.3926037380002 37.8324049270001,44.4047389900002 37.8479903960001,44.3168179050002 37.8752352250001,44.2609005720002 37.8665501920001,44.2230671420002 37.8873704760003,44.2417300730002 37.9580529550001,44.2659503980003 38.0168700250002,44.3492505690002 38.1236221630002,44.3826010950002 38.1443329920002,44.3992002150001 38.1909323560003,44.3914336540001 38.2352474380002,44.4138196230002 38.2615928300002,44.4905083530002 38.3098400790001,44.4825133640003 38.3429621760002,44.4309266500002 38.3762746310002,44.3721063740002 38.3587617980002,44.3073850340002 38.3810335530001,44.3039586090003 38.4375695460002,44.3201519240001 38.4998778520002,44.3047330170002 38.5353984460003,44.3169539290003 38.6150056940003,44.2774358400002 38.6654883380001,44.2583620810002 38.7130014160001,44.2832607610001 38.7659967710001,44.2934258170002 38.8156799170002,44.2829181180001 38.8421775950001,44.2435142440002 38.8441192350002,44.2137043570002 38.8997415160001,44.2188141120001 38.9240105180002,44.1910820570002 38.9416960570002,44.1900541290003 38.9823562860001,44.2062070280001 39.0153679780001,44.1882373390002 39.0679064770002,44.2188167680002 39.0962767670001,44.2079664250001 39.1276856520002,44.1621855970002 39.1743230880002,44.1240190420001 39.1820325410003,44.0943233680001 39.2029717980002,44.1041267470002 39.2438033490003,44.0868042720002 39.2535115500002,44.1054592470002 39.2890131080002,44.0830923120002 39.3308916220001,44.0419752250002 39.3681063920001,44.0591073450002 39.4056066970003,44.1364874170001 39.3977068870001,44.2239564040002 39.4120788310002,44.2994329080002 39.3731508490002,44.3214714750001 39.3884793370001,44.3700695860001 39.3920770820002,44.3813767850002 39.4100658070003,44.4287185410002 39.4176039400002,44.4140991330001 39.4748252180002,44.4354000680001 39.4952124400002,44.4290611840002 39.5676241970002,44.4774308670001 39.6066283220002,44.4894804580001 39.6371234940001,44.4862253550002 39.6900617430002,44.6170005320001 39.7750941610001,44.6478954530002 39.7240975530003,44.7068299440002 39.7058232920002,44.7804409490001 39.6571109670002,44.8234660760002 39.6112663100002,44.9128822540001 39.5679997770002,44.9106931500002 39.5247887650002,44.9505729160003 39.4911907760002,44.9401984660002 39.4639697420001,44.9672291430002 39.4205683730001,45.0188158580002 39.4047687520001,45.0588859820002 39.3643179150001,45.0859836120002 39.3537859880001,45.1080650100002 39.3103846190002,45.1281666960002 39.3020850590001,45.1515425210002 39.2435312830002,45.2514418120002 39.1848252210003,45.3286505630001 39.1902313560002,45.3687753930002 39.1486537550002,45.3571255520002 39.1252398590002,45.4077909390002 39.0910289200002,45.4053543710002 39.0724500880002,45.4620045790002 39.0477798370002,45.4429688910003 39.0122973140003,45.4555923310003 38.9913466010001)))",Unknown Area Type,Unknown Area Type,Iran_tehran2PartName.shp,آذربایجان غربی,ارومیه,1761.75173,37542.95017,20,7,3445.5,5
